Ticket_ID,Issue_Resolution,Issue_Category,Issue_Severity,Support_Channel,Building,City,Position,Country,Tenure_Months,Career_Desc,Division
1147, User Education,Apps,Sev1,Chat,MOBILE,Edina,Technical Delivery,US ,63,MGR3,D006433
15942, User Education,Apps,Sev1,Chat,MOBILE,Edina,Account Management,US ,35,IC4,D006433
27259, User Education,Apps,Sev1,Chat,MOBILE,Edinburgh,Relationship Management,GB ,52,IC4,D010405
65590, User Education,Apps,Sev3,Chat,MOBILE,Edinburgh,Account Management,GB ,63,IC2,D010405
19439, User Education,Apps,Sev1,Chat,B0542,Edinburgh,Relationship Management,GB ,35,IC3,D010405
34671, User Education,Apps,Sev3,Chat,MOBILE,Edinburgh,Account Management,GB ,63,IC2,D010405
47730, User Education,Apps,Sev2,Chat,MOBILE,Edmonton,Relationship Management,CA ,85,IC3,D008805
555, User Education,Apps,Sev2,Chat,MOBILE,Edmonton,Relationship Management,CA ,48,IC4,D008805
75846, User Education,Apps,Sev2,Email,HOME OFFICE,El Cajon,Relationship Management,US ,55,IC4,D006433
58380, User Education,Apps,Sev1,Chat,HOME OFFICE,Elkins Park,Relationship Management,US ,215,IC4,D006433
60647, User Education,Apps,Sev2,Email,MOBILE,Elkridge,Technical Delivery,US ,6,IC3,D006433
47771, User Education,Apps,Sev1,Chat,MOBILE,Elkridge,Relationship Management,US ,29,IC4,D006433
33025, User Education,Apps,Sev2,Chat,MOBILE,Espoo,Relationship Management,FI ,197,IC4,D013149
15587, User Education,Apps,Sev3,Chat,MOBILE,Espoo,Technical Delivery,FI ,58,IC5,D013149
40651, User Education,Apps,Sev2,Email,MOBILE,Espoo,Relationship Management,FI ,42,IC3,D013149
40473, User Education,Apps,Sev2,Email,MOBILE,Espoo,Relationship Management,FI ,39,IC3,D013149
52878, User Education,Apps,Sev2,Chat,MOBILE,Espoo,Relationship Management,FI ,88,MGR3,D013149
20169, User Education,Apps,Sev1,Chat,MOBILE,Espoo,Marketing,FI ,3,,D013149
22743, User Education,Apps,Sev1,Chat,MOBILE,Espoo,Solution Sales,FI ,194,MGR3,D013149
1081, User Education,Apps,Sev2,Chat,MOBILE,Espoo,Relationship Management,FI ,143,IC4,D013149
82167, User Education,Apps,Sev2,Phone,HOME OFFICE,Fairfax,Relationship Management,US ,38,IC4,D006433
32802, User Education,Apps,Sev2,Phone,HOME OFFICE,Fairfax,Relationship Management,US ,38,IC4,D006433
55155, User Education,Apps,Sev1,Chat,HOME OFFICE,Fairfield,Operations,US ,197,IC2,D006433
18457, User Education,Apps,Sev1,Chat,HOME OFFICE,Fenton,Solution Sales,US ,47,IC4,D006433
11392, User Education,Apps,Sev2,Chat,HOME OFFICE,Flemington,Account Management,US ,71,IC4,D006433
19021, User Education,Apps,Sev2,Email,HOME OFFICE,Florence,Relationship Management,US ,4,IC3,D006433
66182, User Education,Apps,Sev2,Email,HOME OFFICE,Florence,Relationship Management,US ,7,IC3,D006433
77116, User Education,Apps,Sev3,Email,MOBILE,Fort Lauderdale,Licensing,US ,12,IC3,D006433
63684, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Business Operations,US ,18,IC3,D006433
42985, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Business Operations,US ,13,IC3,D006433
56645, User Education,Apps,Sev3,Email,MOBILE,Fort Lauderdale,Marketing,US ,37,IC4,D006433
48706, User Education,Apps,Sev1,Chat,MOBILE,Fort Lauderdale,Relationship Management,US ,28,IC5,D006433
63568, User Education,Apps,Sev1,Chat,MOBILE,Fort Lauderdale,Relationship Management,US ,29,IC4,D006433
18764, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Solution Sales,US ,49,,D006433
36020, User Education,Apps,Sev3,Email,MOBILE,Fort Lauderdale,Business Operations,US ,8,IC3,D006433
30083, User Education,Apps,Sev1,Chat,MOBILE,Fort Lauderdale,Technology Strategy,US ,97,IC5,D006433
11390, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Finance,US ,134,IC5,D006433
2075, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Business Development,US ,143,IC5,D006433
8671, User Education,Apps,Sev2,Phone,MOBILE,Fort Lauderdale,Relationship Management,US ,3,IC3,D006433
79060, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Account Management,US ,87,MGR3,D006433
10279, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Finance,US ,137,IC5,D006433
27017, User Education,Apps,Sev2,Email,MOBILE,Fort Lauderdale,Operations,US ,185,IC4,D006433
45850, User Education,Apps,Sev3,Email,MOBILE,Fort Lauderdale,Business Operations,US ,12,IC3,D006433
82919, User Education,Apps,Sev2,Chat,MOBILE,Fort Lauderdale,Relationship Management,US ,6,IC3,D006433
34682, User Education,Apps,Sev3,Email,MOBILE,Fort Lauderdale,Account Management,US ,16,IC3,D006433
48212, User Education,Apps,Sev2,Email,MOBILE,Frankfurt,Relationship Management,DE ,9,IC3,D014045
41468, User Education,Apps,Sev3,Phone,B0054,Freehold,Retail,US ,45,IC3,D006433
76578, User Education,Apps,Sev2,Email,HOME OFFICE,Frisco,Business Development,US ,49,IC4,D006433
30099, User Education,Apps,Sev2,Email,HOME OFFICE,Frisco,Business Development,US ,55,IC4,D006433
79761, User Education,Apps,Sev2,Phone,B0405,Frisco,Retail,US ,22,IC2,D006433
74271, User Education,Apps,Sev3,Phone,HOME OFFICE,Frisco,Relationship Management,US ,185,IC5,D006433
53825, User Education,Apps,Sev2,Chat,HOME OFFICE,Fuquay Varina,Technology Strategy,US ,220,IC4,D006433
19370, User Education,Apps,Sev1,Chat,MOBILE,Geneva,Technical Delivery,CH ,24,IC4,D019166
4948, User Education,Apps,Sev3,Chat,MOBILE,Geneva,Relationship Management,CH ,46,IC3,D019166
38990, User Education,Apps,Sev3,Chat,MOBILE,Geneva,Relationship Management,CH ,160,IC4,D019166
8366, User Education,Apps,Sev3,Email,MOBILE,Geneva,Relationship Management,CH ,136,IC4,D019166
50752, User Education,Apps,Sev2,Chat,MOBILE,Geneva,Relationship Management,CH ,76,IC4,D019166
64328, User Education,Apps,Sev1,Chat,MOBILE,Geneva,Relationship Management,CH ,41,IC3,D019166
39007, User Education,Help,Sev2,Email,HOME OFFICE,Gerrardstown,Support Delivery,US ,72,IC4,D006433
6870, User Education,Apps,Sev2,Email,MOBILE,Glen allen,Solution Sales,US ,257,IC6,D006433
25481, User Education,Apps,Sev2,Chat,MOBILE,Glen allen,Relationship Management,US ,59,IC3,D006433
55151, User Education,Apps,Sev3,Phone,HOME OFFICE,Glen Carbon,Support Delivery,US ,54,IC3,D006433
63928, User Education,Apps,Sev2,Chat,HOME OFFICE,Golden,Program Management,US ,15,IC4,D006433
66732, User Education,Apps,Sev2,Phone,MOBILE,Gothenburg,Relationship Management,SE ,20,IC4,D013117
9965, User Education,Apps,Sev1,Chat,MOBILE,Gothenburg,Relationship Management,SE ,20,IC4,D013117
32712, User Education,Apps,Sev2,Email,MOBILE,Gothenburg,Relationship Management,SE ,20,IC4,D013117
38281, User Education,Apps,Sev1,Chat,MOBILE,Guangzhou,Relationship Management,CN ,45,IC5,D005841
82283, User Education,Apps,Sev3,Email,MOBILE,Guangzhou,Licensing,CN ,66,IC4,D005841
19959, User Education,Apps,Sev1,Chat,MOBILE,Guatemala city,Relationship Management,GT ,89,IC4,D007912
65672, User Education,Apps,Sev1,Chat,MOBILE,Guaynabo,Relationship Management,PR ,57,IC3,D006421
2110, User Education,Apps,Sev3,Phone,MOBILE,Guaynabo,Relationship Management,PR ,59,IC3,D006421
20611, User Education,Apps,Sev1,Chat,MOBILE,Guaynabo,Relationship Management,PR ,10,IC3,D006421
76111, User Education,Apps,Sev3,Email,MOBILE,Guaynabo,Account Management,PR ,35,IC4,D006421
40561, User Education,Apps,Sev1,Chat,MOBILE,Guaynabo,Relationship Management,PR ,59,IC3,D006421
24021, User Education,Apps,Sev3,Email,B0977,Gurgaon,Licensing,IN ,61,IC4,D013158
1362, User Education,Apps,Sev2,Email,MOBILE,Gurgaon,Finance,IN ,42,IC4,D013158
34422, User Education,Apps,Sev3,Chat,MOBILE,Gurgaon,Relationship Management,IN ,17,IC3,D013158
29926, User Education,Apps,Sev1,Chat,MOBILE,Gurgaon,Business Operations,IN ,23,IC5,D013158
22757, User Education,Apps,Sev1,Email,MOBILE,Gurgaon,Account Management,IN ,90,IC5,D013158
5372,,Apps,Sev2,Email,B0109,Hamburg,Relationship Management,DE ,206,IC4,D014045
67127, User Education,Apps,Sev1,Chat,MOBILE,Hamburg,Technical Delivery,DE ,9,IC4,D014045
46823, User Education,Apps,Sev1,Chat,B0109,Hamburg,Relationship Management,DE ,266,IC5,D014045
21504, User Education,Apps,Sev1,Chat,B0109,Hamburg,Relationship Management,DE ,33,IC3,D014045
45334, User Education,Apps,Sev1,Chat,MOBILE,Hamburg,Support Delivery,DE ,79,IC4,D014045
33714, User Education,Apps,Sev3,Email,MOBILE,Hamburg,Technology Solutions,DE ,263,IC4,D014045
33009, User Education,Apps,Sev3,Email,B0109,Hamburg,Licensing,DE ,152,IC3,D014045
29564, User Education,Apps,Sev2,Phone,MOBILE,Hamburg,Relationship Management,DE ,24,IC3,D014045
44720, User Education,Apps,Sev1,Chat,MOBILE,Hamburg,Technology Strategy,DE ,111,IC4,D014045
7479, User Education,Apps,Sev1,Chat,MOBILE,Hartford,Relationship Management,US ,164,IC4,D006433
72749, User Education,Apps,Sev2,Chat,HOME OFFICE,Henderson,Relationship Management,US ,215,IC4,D006433
46271, User Education,Apps,Sev2,Chat,B0471,Herzelia,Software Engineering,IL ,29,IC4,D013175
48893, User Education,Apps,Sev1,Chat,B0403,Herzelia,Software Engineering,IL ,42,MGR2,D013175
13482, User Education,Apps,Sev3,Email,HOME OFFICE,Highlands Ranch,Licensing,US ,27,IC4,D006433
4994, User Education,Apps,Sev2,Email,HOME OFFICE,Ho Ho Kus,Relationship Management,US ,86,IC4,D006433
4937, User Education,Apps,Sev2,Email,MOBILE,Hong Kong,Account Management,HK ,73,IC3,D012459
36389, User Education,Apps,Sev2,Email,MOBILE,Houston,Relationship Management,US ,66,IC4,D006433
10678, User Education,Apps,Sev2,Email,MOBILE,Houston,Solution Sales,US ,125,IC5,D006433
18852, User Education,Apps,Sev1,Chat,MOBILE,Houston,Relationship Management,US ,129,IC4,D006433
32855, User Education,Apps,Sev2,Chat,MOBILE,Houston,Relationship Management,US ,60,IC4,D006433
58536, User Education,Apps,Sev2,Email,MOBILE,Houston,Technical Delivery,US ,28,IC5,D006433
4636, User Education,Apps,Sev2,Email,MOBILE,Houston,Account Management,US ,177,IC4,D006433
82956, User Education,Apps,Sev1,Email,MOBILE,Houston,Solution Sales,US ,22,IC4,D006433
17293, User Education,Apps,Sev2,Email,MOBILE,Houston,Relationship Management,US ,58,IC3,D006433
26930, User Education,Apps,Sev1,Chat,MOBILE,Houston,Technical Delivery,US ,44,IC4,D006433
18799, User Education,Apps,Sev3,Email,MOBILE,Houston,Relationship Management,US ,28,IC4,D006433
2409, User Education,Apps,Sev2,Chat,MOBILE,Houston,Relationship Management,US ,41,IC2,D006433
25568, User Education,Apps,Sev2,Email,B0539,Houston,Relationship Management,US ,11,IC3,D006433
26114, User Education,Apps,Sev2,Phone,B0730,Humacao,Service Engineering,PR ,16,IC2,D003311
57755, User Education,Apps,Sev2,Email,B0730,Humacao,Service Engineering,PR ,47,IC3,D003311
67576, User Education,Apps,Sev2,Chat,MOBILE,Humacao,Service Engineering,PR ,114,IC3,D003311
67205, User Education,Apps,Sev2,Chat,B0730,Humacao,Business Operations,PR ,40,IC3,D003311
36506, User Education,Apps,Sev2,Email,B0730,Humacao,Service Engineering,PR ,33,IC3,D003311
49856, User Education,Apps,Sev2,Email,B0730,Humacao,Service Engineering,PR ,13,IC2,D003311
35617, User Education,Help,Sev2,Email,B0730,Humacao,Service Engineering,PR ,94,IC2,D003311
65234, User Education,Apps,Sev2,Email,B0730,Humacao,Business Intelligence,PR ,14,IC4,D003311
34117, User Education,Apps,Sev2,Chat,MOBILE,Indianapolis,Relationship Management,US ,94,IC4,D006433
18806, User Education,Apps,Sev1,Chat,MOBILE,Indianapolis,Relationship Management,US ,49,IC3,D006433
67966, User Education,Apps,Sev2,Chat,MOBILE,Indianapolis,Support Delivery,US ,27,IC3,D006433
35343, User Education,Apps,Sev1,Chat,MOBILE,Irvine,Account Management,US ,48,IC4,D006433
19741, User Education,Apps,Sev3,Email,MOBILE,Irvine,Support Delivery,US ,147,IC3,D006433
59950, User Education,Apps,Sev1,Chat,MOBILE,Irvine,Account Management,US ,80,IC3,D006433
14012, User Education,Apps,Sev2,Phone,MOBILE,Irvine,Account Management,US ,50,IC5,D006433
566, User Education,Apps,Sev2,Email,MOBILE,Irvine,Program Management,US ,44,IC4,D006433
17706, User Education,Apps,Sev2,Email,MOBILE,Irvine,Program Management,US ,43,IC4,D006433
16375, User Education,Apps,Sev3,Chat,MOBILE,Irvine,Account Management,US ,82,IC5,D006433
67254, User Education,Apps,Sev3,Email,MOBILE,Irvine,Licensing,US ,37,IC4,D006433
24228, User Education,Apps,Sev3,Phone,MOBILE,Iselin,Account Management,US ,51,IC4,D006433
25462, User Education,Apps,Sev3,Chat,MOBILE,Iselin,Relationship Management,US ,43,IC3,D006433
10657, User Education,Apps,Sev2,Email,MOBILE,Iselin,Business Development,US ,215,IC5,D006433
74891, User Education,Apps,Sev1,Chat,MOBILE,Istanbul,Account Management,TR ,11,IC4,D012903
69473, User Education,Apps,Sev2,Email,MOBILE,Istanbul,Relationship Management,TR ,18,IC4,D012903
26404, User Education,Apps,Sev2,Email,B0225,Istanbul,Technology Solutions,TR ,26,IC4,D012903
20465, User Education,Help,Sev2,Email,B0225,Istanbul,Finance,TR ,38,IC4,D011764
73367, User Education,Apps,Sev2,Email,B0225,Istanbul,Support Engineering,TR ,117,IC5,D012903
77322, User Education,Apps,Sev2,Email,MOBILE,Istanbul,Relationship Management,TR ,14,IC4,D012903
27225, User Education,Apps,Sev2,Email,MOBILE,Istanbul,Relationship Management,TR ,11,IC4,D012903
14478, User Education,Apps,Sev1,Chat,B0225,Istanbul,Relationship Management,TR ,180,IC5,D012903
82296, User Education,Apps,Sev3,Email,B0225,Istanbul,Licensing,TR ,37,IC3,D012903
3826, User Education,Apps,Sev3,Chat,MOBILE,Istanbul,Relationship Management,TR ,141,MGR3,D012903
29311, User Education,Apps,Sev2,Email,B0783,Jacksonville,Relationship Management,US ,46,IC3,D006433
16186, User Education,Apps,Sev2,Email,MOBILE,Jakarta,Business Development,ID ,13,IC3,D016205
26496, User Education,Apps,Sev1,Phone,MOBILE,Jakarta,Relationship Management,ID ,49,IC3,D016205
28805, User Education,Apps,Sev3,Email,MOBILE,Jakarta,Sales Leadership,ID ,142,MGR3,D016205
2311, User Education,Apps,Sev2,Email,MOBILE,Jakarta,Sales Leadership,ID ,63,MGR3,D016205
60203, User Education,Apps,Sev3,Email,MOBILE,Jakarta,Sales Leadership,ID ,61,MGR3,D016205
46386, User Education,Apps,Sev2,Chat,MOBILE,Jakarta,Technology Strategy,ID ,27,IC2,D016205
48156, User Education,Apps,Sev1,Chat,MOBILE,Jakarta,Relationship Management,ID ,58,IC4,D016205
21011, User Education,Apps,Sev3,Email,MOBILE,Jakarta,Licensing,ID ,36,IC5,D016205
46451, User Education,Apps,Sev2,Email,MOBILE,Jakarta,Technology Strategy,ID ,29,IC2,D016205
16495, User Education,Apps,Sev1,Chat,MOBILE,Jakarta,Relationship Management,ID ,23,MGR3,D016205
48216, User Education,Apps,Sev3,Chat,MOBILE,Jeddah,Relationship Management,SA ,123,IC4,D005568
76309, User Education,Apps,Sev2,Chat,MOBILE,Jeddah,Relationship Management,SA ,122,IC4,D005568
17502, User Education,Apps,Sev1,Email,MOBILE,Johannesburg,Solution Sales,ZA ,185,IC5,D018171
21123, User Education,Apps,Sev2,Email,B1010,Johannesburg,Inside Sales,ZA ,29,IC4,D018171
78132, User Education,Apps,Sev1,Chat,MOBILE,Johannesburg,Relationship Management,ZA ,61,IC4,D018171
10860, User Education,Apps,Sev2,Phone,MOBILE,Johannesburg,HR Management,ZA ,23,MGR3,D018171
45359, User Education,Apps,Sev2,Email,MOBILE,Johannesburg,Licensing,ZA ,53,IC4,D018171
70164, User Education,Apps,Sev3,Chat,MOBILE,Johannesburg,Relationship Management,ZA ,141,IC5,D018171
60041, User Education,Apps,Sev2,Email,B1010,Johannesburg,Technology Strategy,ZA ,14,IC4,D018171
71068, User Education,Apps,Sev1,Chat,MOBILE,Johannesburg,IT Operations,ZA ,72,IC5,D006836
71431, User Education,Apps,Sev3,Email,MOBILE,Johannesburg,Licensing,ZA ,53,IC4,D018171
27957, User Education,Apps,Sev3,Chat,MOBILE,Johannesburg,Relationship Management,ZA ,29,IC5,D018171
28143, User Education,Apps,Sev3,Chat,MOBILE,Johannesburg,Technical Delivery,ZA ,94,IC5,D018171
47116, User Education,Apps,Sev2,Email,MOBILE,Johannesburg,Business Development,ZA ,132,IC5,D018171
20814, User Education,Apps,Sev2,Email,B1010,Johannesburg,Inside Sales,ZA ,20,IC4,D018171
47457, User Education,Apps,Sev3,Phone,MOBILE,Johannesburg,Support Delivery,ZA ,79,IC4,D018171
68620, User Education,Apps,Sev1,Chat,HOME OFFICE,Kapolei,Relationship Management,US ,12,IC3,D006433
62941, User Education,Apps,Sev1,Chat,MOBILE,Karachi,Relationship Management,PK ,89,IC4,D009408
44343, User Education,Apps,Sev2,Phone,HOME OFFICE,Kennewick,Support Engineering,US ,140,IC5,D006433
65842, User Education,Apps,Sev2,Chat,HOME OFFICE,Kent,Technical Delivery,US ,12,IC2,D006433
41908, User Education,Apps,Sev3,Chat,HOME OFFICE,Kettering,Relationship Management,US ,51,IC4,D006433
14895, User Education,Apps,Sev2,Email,B0983,Kiev,Sales Leadership,UA ,70,MGR3,D006203
23104, User Education,Apps,Sev2,Email,B0983,Kiev,Licensing,UA ,25,IC4,D006203
31483, User Education,Apps,Sev2,Email,HOME OFFICE,Kirkland,Relationship Management,US ,69,IC5,D006433
33554, User Education,Apps,Sev2,Email,MOBILE,Kista,Relationship Management,SE ,215,IC4,D013117
23113, User Education,Apps,Sev2,Email,MOBILE,Kista,Relationship Management,SE ,82,MGR3,D013117
44053, User Education,Apps,Sev2,Email,MOBILE,Kista,Technology Solutions,SE ,66,IC3,D013117
39853, User Education,Apps,Sev1,Chat,MOBILE,Kista,Relationship Management,SE ,16,IC4,D013117
40083, User Education,Apps,Sev2,Chat,MOBILE,Kista,Technical Delivery,SE ,85,MGR2,D013117
51169, User Education,Apps,Sev2,Email,MOBILE,Kista,Relationship Management,SE ,41,IC4,D013117
17552, User Education,Apps,Sev2,Email,MOBILE,Kista,Business Development,SE ,133,IC5,D013117
56114, User Education,Apps,Sev3,Chat,MOBILE,Kista,Sales Leadership,SE ,119,MGR3,D013117
65487, User Education,Apps,Sev2,Email,MOBILE,Kista,Sales Leadership,SE ,188,MGR3,D013117
15542, User Education,Apps,Sev1,Chat,MOBILE,Kista,Relationship Management,SE ,15,IC4,D013117
30762, User Education,Apps,Sev3,Chat,MOBILE,Kista,Relationship Management,SE ,80,IC3,D013117
8417, User Education,Apps,Sev2,Chat,MOBILE,Kista,Relationship Management,SE ,87,IC3,D013117
42838, User Education,Apps,Sev3,Email,MOBILE,Kista,Solution Sales,SE ,147,IC4,D013117
54763, User Education,Help,Sev3,Email,MOBILE,Kista,Account Management,SE ,62,MGR2,D013117
65241, User Education,Apps,Sev2,Chat,MOBILE,Kista,Relationship Management,SE ,14,IC2,D013117
23687, User Education,Apps,Sev2,Email,MOBILE,Kolkata,Account Management,IN ,43,IC4,D013158
36033, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Licensing,DK ,163,IC4,D013665
71830, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Business Operations,DK ,124,IC5,D015810
35167, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Relationship Management,DK ,187,IC4,D013665
72688, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Software Engineering,DK ,21,IC3,D015810
39825, User Education,Apps,Sev2,Phone,B0377,Kongens Lyngby,Account Management,DK ,61,IC4,D013665
8059, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Business Operations,DK ,0,,D013665
70691, User Education,Apps,Sev3,Email,B0377,Kongens Lyngby,Program Management,DK ,111,IC5,D015810
15330, User Education,Apps,Sev2,Chat,B0377,Kongens Lyngby,Relationship Management,DK ,19,IC3,D013665
4192, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Program Management,DK ,24,IC4,D015810
20816, User Education,Help,Sev2,Email,B0377,Kongens Lyngby,Business Support,DK ,5,,D013665
2013, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Technology Solutions,DK ,3,,D013665
19014, User Education,Apps,Sev1,Chat,B0377,Kongens Lyngby,Business Operations,DK ,135,IC5,D013665
27173, User Education,Apps,Sev2,Chat,B0377,Kongens Lyngby,Solution Sales,DK ,57,IC5,D013665
11552, User Education,Apps,Sev1,Chat,MOBILE,Kongens Lyngby,Sales Leadership,DK ,145,MGR3,D013665
50943, User Education,Apps,Sev2,Chat,B0377,Kongens Lyngby,Relationship Management,DK ,17,IC3,D013665
11166, User Education,Apps,Sev1,Email,MOBILE,Kongens Lyngby,Account Management,DK ,10,MGR3,D013665
48872, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Program Management,DK ,131,IC4,D015810
19430, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Relationship Management,DK ,189,IC4,D013665
38542, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Business Operations,DK ,121,IC5,D015810
10350, User Education,Apps,Sev3,Chat,B0377,Kongens Lyngby,Licensing,DK ,81,IC5,D013665
8795, User Education,Apps,Sev2,Chat,B0377,Kongens Lyngby,Licensing,DK ,27,IC3,D013665
61850, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Relationship Management,DK ,53,IC3,D013665
58422, User Education,Apps,Sev2,Email,B0377,Kongens Lyngby,Technology Strategy,DK ,86,IC5,D013665
45599, User Education,Apps,Sev3,Chat,MOBILE,Kuala Lumpur,Support Delivery,MY ,32,IC2,D006206
70518, User Education,Apps,Sev1,Chat,MOBILE,Kuala Lumpur,Relationship Management,MY ,79,IC4,D006206
70457, User Education,Apps,Sev2,Email,MOBILE,Kuala Lumpur,Account Management,MY ,42,IC4,D006206
11857, User Education,Apps,Sev1,Email,MOBILE,Kuala Lumpur,Finance,MY ,20,IC5,D006206
11195, User Education,Apps,Sev3,Email,MOBILE,Kuala Lumpur,Account Management,MY ,45,IC4,D006206
66051, User Education,Apps,Sev1,Chat,MOBILE,Kuala Lumpur,Relationship Management,MY ,142,IC4,D006206
6750, User Education,Apps,Sev2,Email,MOBILE,Kuala Lumpur,Finance,MY ,62,MGR3,D006206
32296, User Education,Apps,Sev3,Email,MOBILE,Kuala Lumpur,Account Management,MY ,46,IC4,D006206
10296, User Education,Apps,Sev1,Chat,MOBILE,Kuala Lumpur,Account Management,MY ,76,IC5,D006206
80547, User Education,Apps,Sev1,Chat,MOBILE,Kuala Lumpur,Technical Delivery,MY ,81,IC5,D006206
50161, User Education,Apps,Sev1,Chat,MOBILE,Kuwait,Relationship Management,KW ,92,IC5,D003870
91, User Education,Apps,Sev2,Email,HOME OFFICE,Langley,Program Management,US ,22,IC3,D006433
56358, User Education,Apps,Sev3,Email,HOME OFFICE,Largo,Account Management,US ,196,IC5,D006433
67551, User Education,Apps,Sev3,Email,HOME OFFICE,Lebanon,Licensing,US ,122,IC3,D006433
22925, User Education,Apps,Sev2,Email,MOBILE,Lehi,Account Management,US ,289,IC5,D006433
47180, User Education,Apps,Sev2,Email,MOBILE,Lima,Marketing,PE ,0,,D002957
43235, User Education,Apps,Sev2,Email,MOBILE,Lima,Sales Leadership,PE ,202,IC4,D002957
4043, User Education,Apps,Sev3,Email,MOBILE,Lima,Licensing,PE ,149,IC4,D002957
12823, User Education,Apps,Sev3,Email,MOBILE,Lima,Licensing,PE ,155,IC4,D002957
65582, User Education,Apps,Sev2,Email,MOBILE,Lima,Business Operations,PE ,219,MGR3,D002957
19047, User Education,Apps,Sev1,Chat,B0615,Lisbon,Support Engineering,PT ,14,IC2,D001980
60982, User Education,Apps,Sev2,Chat,MOBILE,Lisbon,Service Engineering,PT ,79,IC4,D001980
76296, User Education,Apps,Sev1,Chat,MOBILE,Lisbon,Relationship Management,PT ,23,IC2,D001980
40854, User Education,Help,Sev2,Email,MOBILE,Lisbon,Business Development,PT ,85,IC5,D001980
64983, User Education,Apps,Sev2,Chat,MOBILE,Lisbon,Relationship Management,PT ,38,IC3,D001980
12461, User Education,Apps,Sev2,Email,MOBILE,Lisbon,Licensing,PT ,75,IC4,D001980
18012, User Education,Apps,Sev2,Email,MOBILE,Lisbon,Account Management,PT ,235,IC5,D001980
50778, User Education,Apps,Sev2,Phone,MOBILE,Lisbon,Relationship Management,PT ,8,IC4,D001980
64926, User Education,Apps,Sev1,Chat,B0615,Lisbon,Technical Delivery,PT ,60,IC4,D001980
60101, User Education,Apps,Sev2,Email,HOME OFFICE,Lockport,Program Management,US ,39,IC5,D006433
79213, User Education,Apps,Sev2,Chat,MOBILE,London,Relationship Management,GB ,9,IC3,D010405
15867, User Education,Apps,Sev1,Chat,MOBILE,London,Relationship Management,GB ,39,IC3,D008747
5420, User Education,Apps,Sev2,Email,MOBILE,London,Account Management,GB ,174,IC5,D010405
25505, User Education,Apps,Sev3,Chat,B0640,London,Support Engineering,GB ,267,IC5,D010405
53246, User Education,Apps,Sev2,Email,B0640,London,Technical Delivery,GB ,216,MGR3,D010405
75495, User Education,Apps,Sev2,Email,B0700,London,Account Management,GB ,111,IC4,D010405
10322, User Education,Apps,Sev1,Chat,B0640,London,Operations,GB ,68,IC3,D010405
7945, User Education,Apps,Sev2,Email,MOBILE,London,Business Operations,GB ,164,IC4,D010405
15882, User Education,Apps,Sev1,Chat,B0640,London,Operations,GB ,78,IC4,D010405
81411, User Education,Apps,Sev1,Chat,MOBILE,London,Relationship Management,GB ,21,IC3,D010405
37051, User Education,Apps,Sev2,Chat,MOBILE,London,Technical Delivery,GB ,35,IC2,D010405
29702, User Education,Help,Sev3,Email,B0644,London,Software Engineering,GB ,185,IC2,D010405
15580, User Education,Apps,Sev1,Phone,MOBILE,London,Technology Solutions,GB ,243,IC4,D010405
11256, User Education,Apps,Sev2,Phone,B0951,London,Account Management,GB ,4,,D010405
18271, User Education,Infrastructure,Sev2,Chat,MOBILE,London,Program Management,GB ,208,IC3,D010405
35501, User Education,Apps,Sev1,Chat,MOBILE,London,Technical Delivery,GB ,30,IC2,D010405
10788, User Education,Apps,Sev2,Email,B0951,London,Account Management,GB ,41,MGR3,D010405
8930, User Education,Apps,Sev2,Email,B0700,London,Manufacturing,GB ,199,IC5,D010405
34437, User Education,Apps,Sev2,Chat,MOBILE,London,Relationship Management,GB ,33,IC4,D010405
32022, User Education,Apps,Sev1,Chat,B0700,London,Business Operations,GB ,154,IC5,D010405
59311, User Education,Apps,Sev2,Email,MOBILE,London,Business Development,GB ,9,IC4,D010405
76149, User Education,Apps,Sev1,Chat,MOBILE,London,Relationship Management,GB ,393,IC4,D010405
54796, User Education,Apps,Sev1,Chat,MOBILE,London,Relationship Management,GB ,15,IC2,D010405
18728, User Education,Apps,Sev2,Email,B0951,London,Business Operations,GB ,10,IC3,D010405
7966, User Education,Apps,Sev2,Phone,MOBILE,London,Relationship Management,GB ,123,IC4,D010405
50668, User Education,Apps,Sev3,Email,B0355,London,Technical Delivery,GB ,12,IC6,D010405
46148, User Education,Apps,Sev1,Chat,MOBILE,London,Relationship Management,GB ,122,IC4,D010405
